Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSMUSG00000078816	Prkcg	7	+	3289179	3331099	403.142731	100.170052	265.054932
ENSMUSG00000107815	Gm44257	7	-	3378121	3390080	5.004841	1.017006	2.691048
ENSMUSG00000069806	Cacng7	7	+	3332955	3368221	334.171234	76.035980	201.194992
ENSMUSG00000107620	Gm44256	7	+	3337545	3337879	16.122389	3.276141	8.668833
ENSMUSG00000078815	Cacng6	7	+	3424195	3435667	2.012023	0.408852	1.081843
ENSMUSG00000107985	Gm35037	7	+	3451357	3475020	1.616601	0.328501	0.869229
ENSMUSG00000054594	Oscar	7	-	3609813	3616157	4.216329	0.865374	2.289823
ENSMUSG00000053395	Cacng8	7	+	3390683	3415648	241.103912	81.402023	215.393814
ENSMUSG00000107862	Gm44151	7	-	3391596	3400926	3.439729	0.698968	1.849505
ENSMUSG00000094210	Gm23450	7	+	3415066	3415156	0.922473	0.187451	0.496004
ENSMUSG00000107585	3300002P13Rik	7	-	3421665	3423445	80.434982	16.344746	43.249012
ENSMUSG00000035674	Ndufa3	7	+	3617373	3620327	111.336304	49.041515	129.766281
ENSMUSG00000006335	Tfpt	7	-	3620324	3629929	33.005928	9.239013	24.446888
ENSMUSG00000008373	Prpf31	7	+	3629985	3642486	19.156851	10.962917	29.008425
ENSMUSG00000085039	Gm15927	7	-	3632114	3644887	0.716452	0.275803	0.729788
ENSMUSG00000035632	Cnot3	7	+	3645268	3661109	19.143442	13.357606	35.344891
ENSMUSG00000093290	Mir3572	7	+	3655962	3656047	1.417146	0.287970	0.761984
ENSMUSG00000078813	Leng1	7	-	3660098	3665840	18.428963	3.744847	9.909052
ENSMUSG00000019734	Tmc4	7	-	3665790	3677553	6.471052	3.577543	9.466357
ENSMUSG00000086032	Gm15929	7	+	3666252	3670278	0.102045	0.020736	0.054868
ENSMUSG00000035596	Mboat7	7	-	3677789	3693523	64.635284	41.139015	108.855888
ENSMUSG00000035585	Tsen34	7	+	3692863	3701024	46.605270	24.337675	64.398697
ENSMUSG00000081665	Gm15922	7	-	3731630	3739889	0.000000	0.000000	0.000000
ENSMUSG00000074419	Gm15448	7	-	3816781	3825687	0.000000	0.000000	0.000000
ENSMUSG00000089942	Pira2	7	-	3836812	3845051	0.000000	0.000000	0.000000
ENSMUSG00000058818	Pirb	7	-	3711409	3720391	0.571738	0.135836	0.359430
ENSMUSG00000074417	Gm14548	7	-	3884242	3898120	0.000000	0.000000	0.000000
ENSMUSG00000030427	Lilra6	7	-	3908280	3915503	0.000000	0.000000	0.000000
ENSMUSG00000083344	Gm7363	7	-	3983787	3984185	0.726232	0.147574	0.390487
ENSMUSG00000082093	Gm15928	7	-	3993239	3993518	1.307143	0.265617	0.702837
ENSMUSG00000006333	Rps9	7	+	3703993	3706897	168.154617	97.501747	257.994507
ENSMUSG00000055541	Lair1	7	-	4003402	4063204	3.821744	2.835334	7.502434
ENSMUSG00000063838	Cdc42ep5	7	-	4151260	4164860	1.371745	0.350266	0.926822
ENSMUSG00000070873	Lilra5	7	+	4237754	4243463	0.243130	0.049405	0.130728
ENSMUSG00000108761	Atp6v0c-ps1	7	+	4412438	4412900	2.046076	0.415772	1.100153
ENSMUSG00000008435	Rdh13	7	-	4424770	4445649	12.141133	7.866889	20.816181
ENSMUSG00000077965	Gm24605	7	-	4441920	4442015	0.000000	0.000000	0.000000
ENSMUSG00000091177	Gm15494	7	-	4445697	4471285	0.116882	1.614726	4.272646
ENSMUSG00000006154	Eps8l1	7	+	4460674	4480487	3.876908	5.915351	15.652313
ENSMUSG00000086155	9430041J12Rik	7	-	4074125	4120728	4.570503	1.651959	4.371166
ENSMUSG00000075719	Gm23741	7	+	4101890	4102060	0.000000	0.000000	0.000000
ENSMUSG00000030428	Ttyh1	7	+	4119408	4136708	190.364151	150.926331	399.358643
ENSMUSG00000085886	D030047H15Rik	7	-	4126340	4136926	14.180419	2.881524	7.624657
ENSMUSG00000035545	Leng8	7	+	4137039	4148177	79.515289	35.297661	93.399376
ENSMUSG00000043432	Leng9	7	-	4147915	4150374	12.587633	2.557863	6.768233
ENSMUSG00000064179	Tnnt1	7	-	4504570	4516382	1.310343	1.071348	2.834840
ENSMUSG00000035458	Tnni3	7	-	4518305	4524229	0.505052	0.373143	0.987355
ENSMUSG00000055809	Dnaaf3	7	-	4522933	4532453	1.652428	0.335781	0.888493
ENSMUSG00000085725	Gm15873	7	+	4526536	4530575	0.000000	0.000000	0.000000
ENSMUSG00000019254	Ppp1r12c	7	-	4481520	4501680	85.171005	49.130898	130.002808
ENSMUSG00000035429	Ptprh	7	-	4548612	4604041	1.487567	0.469550	1.242454
ENSMUSG00000077138	Gm23577	7	-	4580069	4580178	0.000000	0.000000	0.000000
ENSMUSG00000004961	Syt5	7	-	4539765	4547541	296.630554	112.939125	298.842560
ENSMUSG00000108320	Gm44877	7	+	4626978	4630544	1.911295	0.388384	1.027682
ENSMUSG00000045282	Tmem86b	7	-	4628040	4631422	15.074349	5.522954	14.614012
ENSMUSG00000052296	Ppp6r1	7	-	4631495	4659019	168.097778	46.074036	121.914185
ENSMUSG00000108571	Gm6855	7	+	4638536	4639325	2.464051	0.500706	1.324893
ENSMUSG00000108477	Gm44878	7	+	4658660	4659954	2.550782	0.518330	1.371528
ENSMUSG00000063802	Hspbp1	7	-	4660521	4685068	82.434525	45.978531	121.661484
ENSMUSG00000004371	Il11	7	-	4772373	4782857	0.142161	0.029822	0.078910
ENSMUSG00000013091	Tmem190	7	+	4782937	4784341	0.643875	0.198991	0.526539
ENSMUSG00000051811	Cox6b2	7	-	4751792	4753094	2.055167	0.935077	2.474261
ENSMUSG00000059851	Kmt5c	7	+	4740115	4747514	14.871552	7.363349	19.483788
ENSMUSG00000030431	Tmem238	7	-	4784557	4789656	6.582648	1.402112	3.710059
ENSMUSG00000035390	Brsk1	7	+	4690604	4715997	620.893372	178.159317	471.418427
ENSMUSG00000046456	Tmem150b	7	-	4706832	4725249	19.929911	15.742700	41.655968
ENSMUSG00000030432	Rpl28	7	+	4792874	4795066	171.352112	71.114861	188.173462
ENSMUSG00000060860	Ube2s	7	-	4794546	4812590	22.799068	20.231817	53.534397
ENSMUSG00000086784	Isoc2a	7	+	4877153	4896973	23.843361	4.845077	12.820314
ENSMUSG00000110221	Gm36210	7	-	4898450	4906516	4.228743	0.859299	2.273749
ENSMUSG00000109441	Gm44983	7	-	4908886	4912357	0.000000	0.000000	0.000000
ENSMUSG00000108840	Gm5320	7	+	4909038	4910556	0.762344	0.154912	0.409904
ENSMUSG00000053550	Shisa7	7	-	4825552	4844696	69.008766	22.098375	58.473404
ENSMUSG00000052605	Isoc2b	7	-	4844959	4870258	10.709492	3.831386	10.138038
ENSMUSG00000074406	Zfp628	7	+	4915217	4922002	21.833664	4.436697	11.739723
ENSMUSG00000035285	Nat14	7	+	4922028	4925006	29.925749	11.746495	31.081810
ENSMUSG00000085272	Sbk3	7	-	4965260	4971168	1.025677	0.211398	0.559369
ENSMUSG00000035279	Ssc5d	7	+	4925785	4944826	3.377438	1.210759	3.203730
ENSMUSG00000030433	Sbk2	7	-	4940512	4964406	0.000000	0.000000	0.000000
ENSMUSG00000051550	Zfp579	7	-	4983483	4996158	11.083667	5.277866	13.965498
ENSMUSG00000061374	Fiz1	7	-	5007059	5014697	17.162279	6.144170	16.257780
ENSMUSG00000051184	Zfp524	7	+	5014415	5018488	5.449433	2.401448	6.354351
ENSMUSG00000109129	Gm44973	7	+	5015496	5033097	0.000000	0.000000	0.000000
ENSMUSG00000074405	Zfp865	7	+	5020376	5036768	17.611746	9.221975	24.401804
ENSMUSG00000035228	Ccdc106	7	+	5020553	5060785	12.973682	9.677865	25.608114
ENSMUSG00000116184	Zfp865	7	+	5034118	5035246	0.630700	0.128161	0.339121
ENSMUSG00000043290	Zfp784	7	-	5034439	5038446	0.245478	0.049882	0.131991
ENSMUSG00000086604	Gm15510	7	-	5046949	5057116	3.486765	0.708526	1.874795
ENSMUSG00000055633	Zfp580	7	+	5051538	5053723	45.843594	16.432688	43.481712
ENSMUSG00000109549	Gm38941	7	+	5054472	5055000	0.279773	0.056851	0.150431
ENSMUSG00000109274	Gm45133	7	-	5059277	5062049	27.028103	5.492231	14.532716
ENSMUSG00000030435	U2af2	7	+	5062143	5079938	113.537140	49.215363	130.226303
ENSMUSG00000083649	Rasl2-9	7	-	5124938	5125950	0.296150	0.060179	0.159237
ENSMUSG00000109495	Gm47692	7	-	5127396	5129356	0.180729	0.036725	0.097176
ENSMUSG00000092953	Gm26217	7	-	5127632	5127715	0.000000	0.000000	0.000000
ENSMUSG00000078808	Vmn1r58	7	-	5401681	5413396	0.000000	0.000000	0.000000
ENSMUSG00000066820	Vmn2r28	7	-	5479531	5493967	0.000000	0.000000	0.000000
ENSMUSG00000064231	Gm5321	7	+	6019022	6019468	0.377277	0.076664	0.202858
ENSMUSG00000034690	Nlrp4c	7	+	6045161	6105150	0.000000	0.000000	0.000000
ENSMUSG00000035203	Epn1	7	+	5080235	5098178	657.361633	203.309082	537.965942
ENSMUSG00000046792	Zfp787	7	-	6131491	6155997	14.443295	9.650404	25.535448
ENSMUSG00000108923	4933431C10Rik	7	+	6136430	6137695	3.237757	0.657927	1.740907
ENSMUSG00000108894	Gm45841	7	-	6155287	6155450	0.027694	0.005628	0.014891
ENSMUSG00000109108	Gm36371	7	+	6156516	6157618	5.196736	1.056000	2.794228
ENSMUSG00000053367	Epp13	7	+	6252710	6282066	0.000000	0.000000	0.000000
ENSMUSG00000044876	Zfp444	7	+	6172226	6193811	15.180599	20.747028	54.897675
ENSMUSG00000109165	Gm45148	7	+	6179975	6183561	2.798429	0.568653	1.504685
ENSMUSG00000054893	Zfp667	7	+	6286579	6307883	8.778012	3.063705	8.106715
ENSMUSG00000030443	Zfp583	7	-	6315660	6331285	7.570717	3.106264	8.219330
ENSMUSG00000109080	Gm38944	7	-	6342995	6344005	1.530374	0.310979	0.822865
ENSMUSG00000109398	Gm3854	7	+	6343759	6355956	7.506626	2.131674	5.640514
ENSMUSG00000055150	Zfp78	7	+	6363280	6382605	3.374007	1.100966	2.913211
ENSMUSG00000062861	Zfp28	7	+	6383295	6396915	3.528759	1.565865	4.143358
ENSMUSG00000054938	Olfr1346	7	+	6467101	6478112	0.009892	0.002021	0.005347
ENSMUSG00000093536	Smim17	7	+	6398715	6432093	3.408146	2.904577	7.685656
ENSMUSG00000089780	Gm16306	7	+	6399054	6399636	0.000000	0.000000	0.000000
ENSMUSG00000090179	Gm16307	7	-	6405175	6405384	0.000000	0.000000	0.000000
ENSMUSG00000045929	Gm20715	7	+	6410277	6441691	0.062810	0.012763	0.033772
ENSMUSG00000090824	Olfr1344	7	+	6438688	6442161	1.209416	0.614976	1.627257
ENSMUSG00000002266	Zim1	7	-	6671269	6696450	1.159182	0.350464	0.927344
ENSMUSG00000002265	Peg3	7	-	6703892	6730431	124.903419	41.372787	109.474464
ENSMUSG00000070837	Aurkc	7	+	6995300	7003091	0.549720	0.121433	0.321317
ENSMUSG00000109488	Gm6828	7	-	7096843	7098028	0.009556	0.001942	0.005138
ENSMUSG00000108959	Gm44697	7	+	7122160	7123838	0.104229	0.021180	0.056043
ENSMUSG00000051527	Usp29	7	+	6730578	6967219	0.178070	1.991535	5.269701
ENSMUSG00000098657	Gm27675	7	+	6730598	6730691	0.711423	0.144564	0.382524
ENSMUSG00000109131	Gm44862	7	+	6742646	6743700	0.000000	0.000000	0.000000
ENSMUSG00000109416	Gm44863	7	+	6753043	6754464	0.420534	0.085454	0.226117
ENSMUSG00000092815	Mir3099	7	+	6803587	6803670	0.000000	0.000000	0.000000
ENSMUSG00000109430	Gm44585	7	+	6805851	6806457	0.000000	0.000000	0.000000
ENSMUSG00000109456	Gm44584	7	+	6809001	6811880	0.434722	0.088337	0.233745
ENSMUSG00000092875	Gm22649	7	-	6839824	6840121	0.000000	0.000000	0.000000
ENSMUSG00000109082	Gm44586	7	+	6891038	6893774	0.108878	0.022124	0.058543
ENSMUSG00000109094	Gm44587	7	+	6900352	6902036	0.000000	0.000000	0.000000
ENSMUSG00000108043	Zim3	7	-	6955685	6977420	0.032576	0.007705	0.020388
ENSMUSG00000109176	Zfp264	7	+	6977246	6991087	0.000000	0.000000	0.000000
ENSMUSG00000062116	Zfp954	7	-	7114690	7121488	14.030642	3.451920	9.133951
ENSMUSG00000063535	Zfp773	7	-	7127073	7136755	1.398631	0.656993	1.738436
ENSMUSG00000034538	Zfp418	7	+	7171330	7183562	2.484197	0.990429	2.620726
ENSMUSG00000066838	Zfp772	7	-	7202117	7209998	14.267258	2.899170	7.671349
ENSMUSG00000110105	Gm45844	7	-	7213017	7278289	2.289294	4.513635	11.943301
ENSMUSG00000095730	Vmn2r29	7	-	7231327	7247328	0.589003	0.241373	0.638684
ENSMUSG00000098900	Gm18190	7	-	7265498	7278267	1.201548	0.542201	1.434691
ENSMUSG00000096373	Vmn2r31	7	-	7383027	7399743	0.000000	0.000000	0.000000
ENSMUSG00000090849	Vmn2r-ps36	7	-	7417668	7441299	0.000000	0.000000	0.000000
ENSMUSG00000109766	Gm45415	7	+	7311309	7313382	0.000000	0.000000	0.000000
ENSMUSG00000070847	Vmn2r30	7	-	7311333	7337609	0.000000	0.000000	0.000000
ENSMUSG00000110139	Gm45783	7	-	7334149	7374573	0.000000	0.000000	0.000000
ENSMUSG00000109654	Gm3912	7	-	7362898	7374624	0.062048	0.021130	0.055912
ENSMUSG00000096691	Vmn2r33	7	-	7550967	7566786	0.000000	0.000000	0.000000
ENSMUSG00000092439	Vmn2r-ps37	7	-	7642172	7645360	0.000000	0.000000	0.000000
ENSMUSG00000070841	Vmn2r34	7	-	7670887	7689513	0.000000	0.000000	0.000000
ENSMUSG00000091651	Vmn2r36	7	-	7876651	7902462	0.000000	0.000000	0.000000
ENSMUSG00000090968	Gm3978	7	-	7948362	7964378	0.000000	0.000000	0.000000
ENSMUSG00000092619	Gm20438	7	-	7975628	7978155	0.000000	0.000000	0.000000
ENSMUSG00000092294	Gm18200	7	-	7982512	7986446	0.000000	0.000000	0.000000
ENSMUSG00000092574	2810047C21Rik1	7	-	8086326	8093041	0.000000	0.000000	0.000000
ENSMUSG00000090892	Vmn2r41	7	-	8136950	8161654	0.000000	0.000000	0.000000
ENSMUSG00000053720	Vmn2r43	7	-	8244348	8260599	0.000000	0.000000	0.000000
ENSMUSG00000092452	Vmn2r-ps45	7	-	8304225	8325804	0.000000	0.000000	0.000000
ENSMUSG00000094098	Vmn2r44	7	-	8366502	8383354	0.000000	0.000000	0.000000
ENSMUSG00000090662	Vmn2r45	7	-	8470525	8489075	0.000000	0.000000	0.000000
ENSMUSG00000092175	Gm3584	7	-	8633547	8649266	0.000000	0.000000	0.000000
ENSMUSG00000090727	Gm3956	7	-	8667317	8693097	0.000000	0.000000	0.000000
ENSMUSG00000091163	Gm3962	7	-	8738845	8754923	0.000000	0.000000	0.000000
ENSMUSG00000092523	Gm18191	7	-	8773326	8777247	0.000000	0.000000	0.000000
ENSMUSG00000090864	Vmn2r40	7	-	8906772	8931504	0.000000	0.000000	0.000000
ENSMUSG00000092490	Gm20482	7	-	8855847	8862851	0.180860	0.038940	0.103038
ENSMUSG00000096658	Vmn2r39	7	-	9013875	9030798	0.000000	0.000000	0.000000
ENSMUSG00000000605	Clcn4	7	-	7282309	7300851	109.247032	48.173374	127.469139
ENSMUSG00000110243	Gm45631	7	+	7295766	7297137	1.592160	0.323534	0.856087
ENSMUSG00000093599	Mir5620	7	+	7298891	7298946	4.478571	0.910066	2.408079
ENSMUSG00000095773	Vmn2r38	7	-	9073835	9097881	0.000000	0.000000	0.000000
ENSMUSG00000092575	Gm5583	7	-	9118044	9131037	0.000000	0.000000	0.000000
ENSMUSG00000092548	Vmn2r-ps41	7	-	9176976	9180099	0.000000	0.000000	0.000000
ENSMUSG00000066828	Vmn2r37	7	-	9205546	9223653	0.000000	0.000000	0.000000
ENSMUSG00000096413	Gm3616	7	-	9373547	9389264	0.000000	0.000000	0.000000
ENSMUSG00000090352	Gm3972	7	-	9478413	9501500	0.000000	0.000000	0.000000
ENSMUSG00000092584	Gm18199	7	-	9519901	9523828	0.000000	0.000000	0.000000
ENSMUSG00000096294	Gm10302	7	-	9546769	9572288	0.000000	0.000000	0.000000
ENSMUSG00000096293	Gm3683	7	-	9642621	9658337	0.000000	0.000000	0.000000
ENSMUSG00000090342	Vmn2r46	7	-	9754636	9770571	0.000000	0.000000	0.000000
ENSMUSG00000110306	Gm18192	7	-	9788326	9792902	0.000000	0.000000	0.000000
ENSMUSG00000094107	Vmn2r47	7	-	9816782	9841325	0.000000	0.000000	0.000000
ENSMUSG00000092178	Gm45351	7	-	9868880	9876966	0.000000	0.000000	0.000000
ENSMUSG00000093826	Gm6900	7	-	10656479	10656820	6.572563	1.335574	3.533995
ENSMUSG00000030393	Zik1	7	-	10487229	10495394	14.668732	2.980752	7.887217
ENSMUSG00000110348	Gm4157	7	-	11107677	11108355	0.027246	0.005537	0.014650
ENSMUSG00000109798	Gm5996	7	-	11248404	11249121	0.025766	0.005236	0.013854
ENSMUSG00000109786	Gm7839	7	+	11449014	11449686	0.013744	0.002793	0.007390
ENSMUSG00000110149	Gm7848	7	+	11565417	11566134	0.012883	0.002618	0.006927
ENSMUSG00000065368	Gm24414	7	-	11967150	11967256	0.128972	0.026208	0.069347
ENSMUSG00000047655	Vmn1r74	7	+	11833980	11853276	0.000000	0.000000	0.000000
ENSMUSG00000110173	Gm6929	7	-	11845253	11845720	0.158120	0.032131	0.085019
ENSMUSG00000066807	Gm10179	7	-	12085925	12086612	5.408430	1.099017	2.908054
ENSMUSG00000115744	Vmn1r80	7	+	12189286	12203313	0.001565	0.000318	0.000841
ENSMUSG00000092351	Vmn1r-ps64	7	+	12201702	12202356	0.000000	0.000000	0.000000
ENSMUSG00000034071	Zfp551	7	-	12415153	12422751	7.693995	1.707408	4.517885
ENSMUSG00000030386	Zfp606	7	+	12478293	12496235	7.591085	2.838772	7.511533
ENSMUSG00000096002	Vmn2r53	7	-	12581470	12606544	0.000000	0.000000	0.000000
ENSMUSG00000082872	Gm15773	7	+	12603196	12604643	0.954420	0.193942	0.513181
ENSMUSG00000098135	Gm6946	7	+	12742686	12743672	0.183384	0.037264	0.098604
ENSMUSG00000110119	Gm45593	7	+	12825918	12828121	0.000000	0.000000	0.000000
ENSMUSG00000070822	Zscan18	7	-	12768090	12803635	17.468149	5.106133	13.511082
ENSMUSG00000109594	1700047O18Rik	7	+	12780860	12781602	0.000000	0.000000	0.000000
ENSMUSG00000110124	Gm4247	7	-	12793828	12794869	2.907510	0.590819	1.563336
ENSMUSG00000109724	Gm18194	7	-	12795723	12799164	5.145153	1.089311	2.882370
ENSMUSG00000109925	Gm45315	7	+	12797529	12797861	0.000000	0.000000	0.000000
ENSMUSG00000057894	Zfp329	7	-	12804977	12818858	17.925762	4.552281	12.045564
ENSMUSG00000058638	Zfp110	7	+	12834761	12850577	12.392611	4.277734	11.319098
ENSMUSG00000110320	Gm31152	7	-	12860884	12868583	3.108561	0.631673	1.671439
ENSMUSG00000060397	Zfp128	7	+	12881177	12893422	8.350869	1.808912	4.786471
ENSMUSG00000054715	Zscan22	7	+	12897815	12909083	12.412938	3.444188	9.113495
ENSMUSG00000033967	Rnf225	7	+	12927416	12931072	1.247916	0.253582	0.670991
ENSMUSG00000065006	Gm26325	7	+	12930774	12930880	0.000000	0.000000	0.000000
ENSMUSG00000097115	1810019N24Rik	7	-	12948592	12961768	0.096463	0.080851	0.213935
ENSMUSG00000102084	Gm29638	7	+	12959299	12961887	0.000000	0.000000	0.000000
ENSMUSG00000012848	Rps5	7	+	12922290	12926686	214.778992	80.608002	213.292801
ENSMUSG00000004500	Zfp324	7	+	12965838	12974236	9.804213	2.187040	5.787017
ENSMUSG00000030382	Slc27a5	7	-	12988346	12998192	0.182937	0.039611	0.104812
ENSMUSG00000033961	Zfp446	7	+	12977848	12985714	4.849057	2.141885	5.667534
ENSMUSG00000005566	Trim28	7	+	12999114	13031035	92.369743	33.325504	88.180939
ENSMUSG00000049600	Zbtb45	7	-	13003898	13010034	24.802279	7.982299	21.121563
ENSMUSG00000048261	Gm4879	7	+	13178903	13180174	0.347484	0.070610	0.186838
ENSMUSG00000033916	Chmp2a	7	-	13032010	13034807	101.206894	27.647701	73.157196
ENSMUSG00000005575	Ube2m	7	-	13035120	13038275	109.754822	37.200047	98.433174
ENSMUSG00000030380	Mzf1	7	-	13042303	13054764	5.830498	3.053113	8.078689
ENSMUSG00000033847	Pla2g4c	7	+	13324655	13360672	0.033837	0.008991	0.023792
ENSMUSG00000074547	Rps8-ps4	7	-	13332646	13333257	0.384459	0.078124	0.206719
ENSMUSG00000087915	Gm24909	7	+	13338830	13339109	0.000000	0.000000	0.000000
ENSMUSG00000005649	Cabp5	7	+	13398132	13408887	0.591449	0.220332	0.583008
ENSMUSG00000074378	Bsph1	7	+	13450841	13473449	0.725061	0.147336	0.389857
ENSMUSG00000078799	Sult2a5	7	+	13623967	13670807	0.000000	0.000000	0.000000
ENSMUSG00000101532	Zbed4-ps1	7	+	13639107	13642572	0.004328	0.000879	0.002327
ENSMUSG00000099400	Kat6b-ps1	7	+	13653996	13657428	0.000000	0.000000	0.000000
ENSMUSG00000070811	Sult2a2	7	+	13733505	13779636	0.000000	0.000000	0.000000
ENSMUSG00000099901	Zbed4-ps2	7	+	13752831	13756278	0.055008	0.011178	0.029577
ENSMUSG00000074377	Sult2a4	7	-	13909676	13989607	0.000000	0.000000	0.000000
ENSMUSG00000099596	Zbed4-ps3	7	-	13962972	13966215	0.009248	0.001879	0.004973
ENSMUSG00000098506	Phf20-ps	7	+	14304780	14307665	1.210845	0.246049	0.651058
ENSMUSG00000093773	Obox3-ps7	7	+	14634039	14634573	0.000000	0.000000	0.000000
ENSMUSG00000070814	Zswim9	7	-	13258967	13278721	6.673957	4.991816	13.208593
ENSMUSG00000056394	Lig1	7	+	13277283	13311433	5.928623	2.966290	7.848951
ENSMUSG00000098469	Ranbp2-ps4	7	-	14893847	14894231	0.080519	0.016362	0.043294
ENSMUSG00000041596	Nlrp5-ps	7	-	14530652	14622479	0.068743	0.019502	0.051604
ENSMUSG00000099242	Obox4-ps3	7	+	14548714	14549233	0.000000	0.000000	0.000000
ENSMUSG00000100586	Vmn1r90	7	-	14555474	14563506	0.124038	0.025205	0.066694
ENSMUSG00000099055	Zfp-ps	7	+	14566761	14567238	0.156904	0.031884	0.084366
ENSMUSG00000098520	Ranbp2-ps1	7	+	14616384	14616786	0.000000	0.000000	0.000000
ENSMUSG00000098404	Mrip-ps	7	-	15288251	15289190	20.528723	4.171527	11.038070
ENSMUSG00000074365	Crxos	7	+	15882617	15904020	0.000000	0.000000	0.000000
ENSMUSG00000074369	Obox2	7	+	15388721	15398545	0.000000	0.000000	0.000000
ENSMUSG00000054310	Obox1	7	+	15388948	15556866	0.000000	0.000000	0.000000
ENSMUSG00000098278	Ranbp2-ps8	7	-	15408520	15408864	0.000000	0.000000	0.000000
ENSMUSG00000095274	Obox4-ps27	7	+	15431662	15433600	0.000000	0.000000	0.000000
ENSMUSG00000093913	Obox4-ps28	7	+	15442998	15444936	0.000000	0.000000	0.000000
ENSMUSG00000093397	Obox4-ps29	7	+	15454323	15456033	0.000000	0.000000	0.000000
ENSMUSG00000066772	Obox3	7	-	15479825	15639902	0.001288	0.000365	0.000967
ENSMUSG00000093421	Obox3-ps6	7	-	15480174	15481781	0.000000	0.000000	0.000000
ENSMUSG00000093719	Obox4-ps30	7	+	15501822	15502769	0.000000	0.000000	0.000000
ENSMUSG00000098861	Ranbp2-ps9	7	-	15528046	15528427	0.000000	0.000000	0.000000
ENSMUSG00000098386	Ranbp2-ps10	7	-	15566485	15566869	0.000000	0.000000	0.000000
ENSMUSG00000093513	Obox4-ps31	7	+	15589653	15591360	0.000000	0.000000	0.000000
ENSMUSG00000096381	Gm25354	7	+	15593231	15593335	0.000000	0.000000	0.000000
ENSMUSG00000074364	Ehd2	7	-	15946958	15967567	8.452823	1.717651	4.544991
ENSMUSG00000041571	Selenow	7	-	15917208	15922402	2130.171875	432.860413	1145.370239
ENSMUSG00000041560	Nop53	7	-	15936183	15946074	70.899826	22.129465	58.555668
ENSMUSG00000080478	Snord23	7	-	15938762	15938870	0.000000	0.000000	0.000000
ENSMUSG00000078796	Zfp541	7	+	16061814	16096334	0.467186	0.094934	0.251201
ENSMUSG00000070808	Bicra	7	-	15970672	16047921	13.731290	3.985609	10.546119
ENSMUSG00000109984	Gm38948	7	+	15971883	15984654	0.796108	0.161773	0.428059
ENSMUSG00000006024	Napa	7	+	16098458	16117975	161.054749	57.903698	153.216064
ENSMUSG00000006021	Kptn	7	+	16119895	16127516	20.306778	11.456891	30.315504
ENSMUSG00000030376	Slc8a2	7	+	16129826	16161063	489.230286	102.531509	271.303497
ENSMUSG00000041420	Meis3	7	+	16175090	16186504	29.815886	12.357153	32.697643
ENSMUSG00000074361	C5ar2	7	-	16234585	16244154	0.041842	0.008955	0.023696
ENSMUSG00000080413	Gm26473	7	-	16234738	16234864	1.220472	0.248005	0.656234
ENSMUSG00000049130	C5ar1	7	-	16246743	16259540	2.487938	0.511531	1.353537
ENSMUSG00000006019	Dhx34	7	-	16197147	16222037	16.240686	3.843309	10.169587
ENSMUSG00000002083	Bbc3	7	+	16308393	16318205	7.485580	6.452813	17.074465
ENSMUSG00000091811	Inafm1	7	-	16272013	16273617	77.505295	15.749421	41.673752
ENSMUSG00000041375	Ccdc9	7	-	16274042	16286795	20.991112	23.695274	62.698875
ENSMUSG00000052833	Sae1	7	-	16320234	16387806	61.597733	34.964371	92.517471
ENSMUSG00000059273	Zc3h4	7	+	16400910	16437696	13.639884	15.234860	40.312202
ENSMUSG00000110181	Gm45508	7	-	16403964	16404262	1.173913	0.238544	0.631200
ENSMUSG00000109781	Gm45509	7	-	16406755	16407983	0.413344	0.083993	0.222251
ENSMUSG00000109647	Gm45510	7	-	16413908	16416621	1.000671	0.203341	0.538050
ENSMUSG00000019158	Tmem160	7	+	16452779	16455494	149.941116	33.356148	88.262032
ENSMUSG00000001988	Npas1	7	-	16455721	16477728	16.955099	4.972983	13.158761
ENSMUSG00000065893	n-R5s151	7	+	16471813	16471931	0.000000	0.000000	0.000000
ENSMUSG00000108366	Gm5586	7	-	16719116	16719910	10.708468	2.176008	5.757826
ENSMUSG00000007209	Ceacam9	7	+	16721929	16726132	0.988246	0.202974	0.537078
ENSMUSG00000058230	Arhgap35	7	-	16493719	16614993	146.401978	30.544561	80.822426
ENSMUSG00000099423	Gm17826	7	+	16498732	16499529	0.000000	0.000000	0.000000
ENSMUSG00000101135	Gm17981	7	-	16514400	16515138	0.338295	0.068743	0.181898
ENSMUSG00000100583	Gm29443	7	+	16613824	16632643	0.045067	0.212508	0.562307
ENSMUSG00000108316	Gm44589	7	+	16616351	16616465	2.426087	0.492992	1.304481
ENSMUSG00000101008	Gm29442	7	-	16618627	16619832	2.327348	0.472927	1.251390
ENSMUSG00000064745	Gm24708	7	-	16624575	16624677	0.000000	0.000000	0.000000
ENSMUSG00000001918	Slc1a5	7	+	16781340	16798274	1.413795	0.624449	1.652323
ENSMUSG00000008036	Ap2s1	7	+	16738410	16749294	130.483353	48.728661	128.938461
ENSMUSG00000041187	Prkd2	7	+	16842902	16870464	3.928787	2.385795	6.312932
ENSMUSG00000048920	Fkrp	7	-	16809246	16816732	46.511135	21.302557	56.367626
ENSMUSG00000030374	Strn4	7	+	16815889	16840931	93.877899	61.018208	161.457214
ENSMUSG00000043017	Ptgir	7	+	16906490	16910905	0.179664	0.036829	0.097451
ENSMUSG00000063594	Gng8	7	+	16891786	16895436	3.208274	1.449549	3.835579
